gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income,name,email
M,Grad,0,<=65,N,G,Single,N,Sales/Service,1Low,Renter,West,3,F,Charlie Moon,Charlie.Moon@mail.com
F,HS,0,<=55,Y,G,Single,Y,Professional,1Low,Renter,Northeast,5,K,Juanita Drayton,Juanita.Drayton@mail.com
F,Grad,359525,<=45,Y,D,,N,Professional,3High,Owner,South,2,D,Patti Condie,Patti.Condie@mail.com
F,Some College,0,<=35,N,E,Single,Y,Sales/Service,1Low,Renter,Midwest,4,D,Angie Patterson,Angie.Patterson@mail.com
M,Grad,0,<=65,Y,H,,N,Professional,1Low,Owner,Northeast,1,F,Christopher Tamayo,Christopher.Tamayo@mail.com
M,Grad,464994,>65,Y,B,Married,N,Professional,2Med,Owner,Northeast,5,G,Thomas Bigbee,Thomas.Bigbee@mail.com
F,HS,0,NaN,N,H,Married,U,Blue Collar,1Low,Owner,Rest,5,E,Isaura Patel,Isaura.Patel@mail.com
M,<HS,0,>65,N,A,Single,N,Retired,1Low,Renter,South,3,D,Harold Barnett,Harold.Barnett@mail.com
M,Bach,294910,<=65,N,C,,Y,Sales/Service,2Med,Owner,South,1,F,Karl Peckenpaugh,Karl.Peckenpaugh@mail.com
F,Some College,359656,NaN,Y,E,,U,Sales/Service,3High,Owner,West,2,G,Armida Miller,Armida.Miller@mail.com
M,HS,144697,<=65,Y,F,Married,Y,Blue Collar,1Low,Owner,Midwest,5,E,Dominick Lingbeek,Dominick.Lingbeek@mail.com
M,Bach,456710,<=55,N,C,Married,U,Professional,1Low,Owner,Midwest,5,K,Cory Claycomb,Cory.Claycomb@mail.com
M,Grad,157548,<=25,Y,F,Single,N,Sales/Service,1Low,,Midwest,1,E,Bert Parado,Bert.Parado@mail.com
F,<HS,192472,NaN,N,F,Single,Y,Sales/Service,1Low,Owner,South,9,D,Kara Hatchett,Kara.Hatchett@mail.com
F,Bach,302362,<=55,Y,I,Married,U,Professional,1Low,Owner,South,1,F,Kimberley Mildenberger,Kimberley.Mildenberger@mail.com
M,HS,0,NaN,N,J,Married,Y,Sales/Service,1Low,Owner,South,6,C,Herman Bergman,Herman.Bergman@mail.com
U,,166198,NaN,N,F,,Y,Sales/Service,1Low,Renter,West,5,F,Tanisha Devane,Tanisha.Devane@mail.com
F,HS,72800,<=35,N,J,,Y,Blue Collar,1Low,,South,9,C,Rochelle Nease,Rochelle.Nease@mail.com
M,Bach,191656,<=45,Y,A,Single,U,Professional,2Med,Owner,South,3,E,Thomas Reynolds,Thomas.Reynolds@mail.com
M,Grad,370487,>65,N,E,Married,Y,Retired,1Low,Renter,South,7,F,Carl Davis,Carl.Davis@mail.com
F,Some College,53366,<=45,Y,J,Married,Y,Professional,1Low,Renter,South,7,F,Katherine Smith,Katherine.Smith@mail.com
F,<HS,0,<=45,Y,C,Married,Y,Professional,1Low,Owner,Midwest,4,H,Brandy Iuliucci,Brandy.Iuliucci@mail.com
F,HS,216997,<=55,Y,B,,N,Blue Collar,1Low,Owner,South,1,F,Margaret Young,Margaret.Young@mail.com
M,HS,207536,<=65,Y,D,Married,N,Professional,1Low,Owner,Northeast,3,F,Clarence Johnson,Clarence.Johnson@mail.com
M,Bach,828792,>65,Y,B,Married,N,Retired,1Low,Owner,West,1,F,Augustine Buford,Augustine.Buford@mail.com
F,Some College,0,NaN,Y,U,Single,0,Sales/Service,2Med,,Northeast,0,U,Angie Zellinger,Angie.Zellinger@mail.com
F,Grad,0,<=45,Y,E,Single,Y,Professional,1Low,Renter,South,3,F,Ronna Clark,Ronna.Clark@mail.com
M,Some College,244160,NaN,Y,B,,Y,Sales/Service,1Low,Owner,Midwest,4,C,John Stevens,John.Stevens@mail.com
F,<HS,0,NaN,N,G,Single,Y,Retired,1Low,Renter,West,9,A,Marie Mims,Marie.Mims@mail.com
M,Bach,112815,<=45,N,F,Single,Y,Blue Collar,1Low,,South,5,F,Salvador Smith,Salvador.Smith@mail.com
M,HS,354489,<=65,N,B,Married,N,Farm,1Low,Owner,South,1,G,Paul Williams,Paul.Williams@mail.com
M,<HS,343350,<=45,Y,C,Married,Y,Blue Collar,3High,Owner,Northeast,5,E,Robert Labine,Robert.Labine@mail.com
M,Grad,376050,<=65,Y,B,Married,N,Professional,3High,Owner,South,2,F,Leonard Martin,Leonard.Martin@mail.com
M,Bach,234393,<=45,Y,C,Married,Y,Professional,1Low,Owner,Midwest,3,F,William Pasculli,William.Pasculli@mail.com
F,Some College,113322,<=25,N,G,Single,Y,Sales/Service,1Low,Renter,West,2,B,Christine Nelson,Christine.Nelson@mail.com
M,Bach,0,<=55,Y,J,Married,U,Professional,1Low,Owner,Midwest,2,I,William Bailey,William.Bailey@mail.com
F,Grad,554853,<=45,Y,B,Married,Y,Others,3High,Owner,South,1,G,Patricia Rice,Patricia.Rice@mail.com
M,HS,58511,>65,N,J,Married,N,Retired,1Low,,South,2,B,Roy Vancuren,Roy.Vancuren@mail.com
F,Grad,0,<=45,Y,E,,U,Professional,1Low,Owner,Northeast,3,K,Arletta Higgins,Arletta.Higgins@mail.com
M,Bach,164502,<=55,Y,D,Married,N,Sales/Service,1Low,Owner,Northeast,2,D,Michael Roth,Michael.Roth@mail.com
M,Some College,0,<=25,Y,J,,N,Blue Collar,1Low,Owner,Midwest,5,D,Clifford Martel,Clifford.Martel@mail.com
F,Bach,359700,<=55,Y,C,Married,Y,Professional,2Med,Owner,South,1,H,Kristen Hodson,Kristen.Hodson@mail.com
F,Some College,120336,>65,Y,D,,N,Others,1Low,Owner,South,2,C,Doris Underwood,Doris.Underwood@mail.com
M,Some College,513880,NaN,Y,A,,Y,Professional,1Low,,West,1,F,Millard Oloughlin,Millard.Oloughlin@mail.com
M,Some College,439978,NaN,N,A,Single,U,Sales/Service,1Low,Owner,South,5,F,Arthur Hardison,Arthur.Hardison@mail.com
M,<HS,19064,<=45,N,G,Single,Y,Blue Collar,1Low,Renter,Midwest,8,C,Steven Wheeler,Steven.Wheeler@mail.com
M,HS,183403,NaN,Y,B,,N,Others,1Low,Owner,Northeast,1,H,Gus Brown,Gus.Brown@mail.com
M,Bach,1000000,<=45,Y,B,Married,Y,Professional,1Low,Owner,Midwest,1,E,Marvin Shaw,Marvin.Shaw@mail.com
M,HS,0,<=25,Y,G,Married,N,Blue Collar,1Low,Renter,Northeast,7,F,Joshua Chamberland,Joshua.Chamberland@mail.com
M,Some College,244914,<=45,Y,C,Married,Y,Professional,1Low,,South,1,F,Robert Austin,Robert.Austin@mail.com
F,HS,231167,<=55,Y,B,,U,Sales/Service,2Med,Owner,Northeast,2,E,Lynn Hendrix,Lynn.Hendrix@mail.com
M,Grad,0,NaN,Y,E,Single,U,Sales/Service,1Low,Renter,Midwest,9,D,Gregory High,Gregory.High@mail.com
M,Some College,283400,NaN,N,E,Married,Y,Blue Collar,3High,Owner,West,8,D,Mario Gomes,Mario.Gomes@mail.com
U,Some College,363351,NaN,Y,E,,U,Sales/Service,3High,Owner,West,2,C,Alaina Hines,Alaina.Hines@mail.com
M,<HS,0,>65,Y,J,,Y,Retired,1Low,Owner,South,8,E,Paul Heimbach,Paul.Heimbach@mail.com
M,Bach,287040,<=45,Y,F,Married,Y,Professional,2Med,Owner,Northeast,5,F,Miguel Ayer,Miguel.Ayer@mail.com
M,HS,111137,<=65,N,B,Married,N,Blue Collar,1Low,Owner,Midwest,4,H,Leroy King,Leroy.King@mail.com
F,Grad,136359,<=55,Y,B,Married,U,Sales/Service,1Low,Owner,Northeast,2,F,Hoa Wieland,Hoa.Wieland@mail.com
F,Bach,273060,<=55,Y,C,Married,Y,Sales/Service,1Low,Owner,Midwest,5,E,Hollie Meyer,Hollie.Meyer@mail.com
M,Bach,1000000,<=55,Y,E,Married,U,Professional,1Low,Owner,Midwest,1,I,Daniel Warren,Daniel.Warren@mail.com
M,Grad,824585,<=55,Y,E,,U,Professional,1Low,,West,5,A,Patrick Jackson,Patrick.Jackson@mail.com
F,<HS,355776,<=25,Y,B,,N,Sales/Service,2Med,Owner,West,2,F,Michael Hoeft,Michael.Hoeft@mail.com
M,Bach,0,<=35,Y,E,,N,Professional,3High,Owner,Rest,3,C,Larry Fretwell,Larry.Fretwell@mail.com
M,Bach,408096,NaN,Y,C,,Y,Professional,1Low,Owner,South,2,F,Daniel Anderson,Daniel.Anderson@mail.com
M,Grad,371613,>65,Y,E,Married,N,Retired,1Low,Owner,Rest,5,I,Richard Casey,Richard.Casey@mail.com
M,Grad,1211109,<=55,Y,C,Married,Y,Retired,1Low,Owner,South,1,L,Dennis Freetage,Dennis.Freetage@mail.com
F,HS,0,>65,Y,H,,N,Retired,1Low,Renter,Midwest,8,A,Melissa Hendricks,Melissa.Hendricks@mail.com
F,Grad,1785420,<=55,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,I,Marjorie Krall,Marjorie.Krall@mail.com
F,Some College,38850,<=55,N,F,,Y,Blue Collar,1Low,Owner,Midwest,7,C,Andrea Page,Andrea.Page@mail.com
M,Grad,200882,>65,N,F,,U,Retired,1Low,Owner,Midwest,7,E,Elmer Doll,Elmer.Doll@mail.com
F,Bach,389065,<=45,Y,C,Married,Y,Professional,3High,Owner,Midwest,2,G,Judy Wright,Judy.Wright@mail.com
M,HS,374742,<=65,N,C,Married,N,Professional,2Med,Owner,South,2,G,John Chaddock,John.Chaddock@mail.com
F,Bach,523603,<=65,Y,B,Married,N,Professional,3High,Owner,Midwest,1,F,Jacqueline Fitzgerald,Jacqueline.Fitzgerald@mail.com
F,HS,35970,NaN,Y,E,,Y,Blue Collar,1Low,Owner,Midwest,8,F,Dorothy Young,Dorothy.Young@mail.com
M,HS,242082,<=55,Y,F,Married,Y,Sales/Service,1Low,,South,6,F,Dennis Krueger,Dennis.Krueger@mail.com
F,Grad,0,<=35,N,A,,N,Professional,1Low,Renter,Northeast,8,A,Pearl Hurst,Pearl.Hurst@mail.com
M,<HS,230443,<=25,Y,J,Married,Y,Blue Collar,1Low,Owner,Midwest,8,E,John Bramble,John.Bramble@mail.com
M,Bach,534764,<=35,Y,B,Single,U,Professional,1Low,Renter,West,1,K,Rodney Lewis,Rodney.Lewis@mail.com
M,Some College,288953,NaN,N,E,Married,U,Professional,2Med,Owner,South,4,C,Gerald Kelley,Gerald.Kelley@mail.com
F,<HS,130571,NaN,Y,E,Married,U,Sales/Service,1Low,Owner,Midwest,2,G,Gracie Joyce,Gracie.Joyce@mail.com
M,HS,430550,NaN,N,E,Married,Y,Blue Collar,1Low,,Rest,8,F,Ben Reese,Ben.Reese@mail.com
F,Bach,169691,<=35,Y,A,Single,Y,Sales/Service,1Low,,Midwest,3,E,Elodia Ranta,Elodia.Ranta@mail.com
M,Bach,416925,NaN,Y,I,,N,Professional,1Low,Owner,South,6,F,Christopher Quay,Christopher.Quay@mail.com
F,HS,0,<=55,N,C,Married,Y,Professional,1Low,Renter,South,2,F,Toni Cupples,Toni.Cupples@mail.com
F,Some College,71108,<=25,N,G,Married,U,Sales/Service,1Low,Owner,South,7,B,Joan Booth,Joan.Booth@mail.com
M,Some College,269401,<=65,N,B,Married,U,Others,2Med,Owner,South,1,G,James Garcia,James.Garcia@mail.com
M,Grad,68517,<=35,Y,F,Single,Y,Blue Collar,1Low,Owner,South,3,E,Donald Ayala,Donald.Ayala@mail.com
F,Bach,335157,<=65,Y,C,Married,Y,Professional,3High,Owner,West,2,G,Melissa Fields,Melissa.Fields@mail.com
F,Some College,0,<=35,Y,E,Married,Y,Professional,1Low,Renter,West,9,E,Shanta Francisco,Shanta.Francisco@mail.com
M,Some College,191164,<=45,Y,E,Married,U,Sales/Service,1Low,Owner,Northeast,1,F,Shannon Perez,Shannon.Perez@mail.com
F,HS,190750,NaN,N,F,Married,U,Blue Collar,1Low,Owner,South,4,E,Veronica James,Veronica.James@mail.com
F,Bach,233941,>65,N,B,Married,U,Retired,1Low,Owner,South,3,E,Alana Smith,Alana.Smith@mail.com
M,HS,87505,<=55,Y,F,Married,N,Sales/Service,1Low,Owner,Northeast,8,E,Kevin Mohr,Kevin.Mohr@mail.com
F,Bach,124320,<=35,Y,F,,Y,Professional,1Low,Owner,Midwest,1,F,Patricia Morgan,Patricia.Morgan@mail.com
F,Some College,125666,<=35,Y,J,,Y,Professional,1Low,Owner,South,1,C,Felicia Strzelecki,Felicia.Strzelecki@mail.com
F,Bach,0,<=45,N,E,Single,U,Sales/Service,1Low,Renter,West,6,A,Aurelia Vinson,Aurelia.Vinson@mail.com
M,Grad,1387134,<=55,Y,B,Married,Y,Professional,3High,Owner,South,1,L,John Starr,John.Starr@mail.com
M,HS,394000,<=55,Y,C,Married,U,Professional,1Low,Owner,South,1,G,Ron Corliss,Ron.Corliss@mail.com
M,Grad,1737656,<=55,Y,C,Married,Y,Professional,1Low,Owner,West,1,C,Micheal Olivero,Micheal.Olivero@mail.com
F,Bach,0,<=45,Y,F,,N,Professional,1Low,Owner,South,1,D,Cynthia Repp,Cynthia.Repp@mail.com
F,Grad,120924,<=45,Y,G,Single,Y,Sales/Service,1Low,,South,3,G,Claudia Jares,Claudia.Jares@mail.com
M,Some College,288414,<=65,Y,D,Married,N,Retired,1Low,Owner,South,4,F,Kevin Chen,Kevin.Chen@mail.com
F,Some College,192712,<=35,Y,F,,Y,Sales/Service,1Low,Owner,South,5,E,Althea Scott,Althea.Scott@mail.com
M,Some College,0,<=55,Y,E,Married,Y,Professional,1Low,,West,4,G,Michael Stewart,Michael.Stewart@mail.com
F,HS,456034,NaN,Y,B,Married,Y,Professional,1Low,Renter,South,5,I,Alma Harris,Alma.Harris@mail.com
M,HS,138506,>65,N,D,Married,N,Retired,1Low,Owner,South,4,A,Jason Castro,Jason.Castro@mail.com
M,Grad,237075,<=55,Y,E,Married,U,Professional,1Low,Owner,South,2,J,Guy Gray,Guy.Gray@mail.com
F,Grad,236980,<=55,N,B,,Y,Sales/Service,2Med,Owner,South,1,H,Linda Bryant,Linda.Bryant@mail.com
M,<HS,291313,<=35,Y,C,Married,U,Others,1Low,,South,6,F,Gregory Wilkerson,Gregory.Wilkerson@mail.com
F,,0,NaN,N,G,,U,Sales/Service,1Low,Renter,Northeast,9,A,Virginia Smith,Virginia.Smith@mail.com
M,HS,181975,<=65,Y,E,Married,N,Professional,1Low,Owner,South,6,F,John Roush,John.Roush@mail.com
M,Some College,151431,<=25,N,C,Married,Y,Blue Collar,1Low,Owner,Midwest,5,F,Fernando Ferguson,Fernando.Ferguson@mail.com
M,Some College,0,<=55,N,G,Single,Y,Blue Collar,1Low,Renter,South,5,C,Keith Murray,Keith.Murray@mail.com
U,Bach,253588,<=45,Y,B,,N,Professional,1Low,Owner,Midwest,1,F,Debora Brockman,Debora.Brockman@mail.com
M,,58860,NaN,N,G,,Y,Others,1Low,,South,9,C,Patrick Rose,Patrick.Rose@mail.com
M,Some College,508480,<=45,Y,C,Married,Y,Professional,1Low,,West,2,E,Howard Kleffman,Howard.Kleffman@mail.com
M,Some College,421176,<=65,Y,B,Married,N,Professional,1Low,Owner,West,2,I,Tony Flores,Tony.Flores@mail.com
M,Grad,811668,>65,Y,B,Single,Y,Retired,3High,Owner,West,1,A,Fernando Fritsch,Fernando.Fritsch@mail.com
M,HS,0,<=45,N,A,Married,Y,Blue Collar,1Low,Renter,South,5,D,Ben Trausch,Ben.Trausch@mail.com
M,HS,189987,<=35,Y,I,Married,N,Sales/Service,1Low,Owner,West,8,D,Marcus Mcgrath,Marcus.Mcgrath@mail.com
M,Bach,134544,<=65,Y,F,Married,Y,Professional,1Low,Renter,South,1,I,Rodney Lawson,Rodney.Lawson@mail.com
M,Some College,400248,<=45,N,B,Married,Y,Sales/Service,1Low,Owner,West,4,K,Barry Williams,Barry.Williams@mail.com
M,Some College,760265,<=55,Y,C,Married,Y,Sales/Service,3High,Owner,Northeast,1,D,Genaro Tuite,Genaro.Tuite@mail.com
M,<HS,333322,<=65,Y,B,Married,N,Professional,1Low,Owner,South,1,F,Taylor Marinelli,Taylor.Marinelli@mail.com
M,Some College,3399328,<=55,Y,B,Married,N,Professional,1Low,Owner,South,1,F,Charles Shurley,Charles.Shurley@mail.com
M,HS,325692,NaN,Y,E,Single,Y,Blue Collar,1Low,Owner,Northeast,2,I,Arthur Thompson,Arthur.Thompson@mail.com
F,HS,188395,<=45,Y,E,,Y,Blue Collar,1Low,Owner,Midwest,7,E,Sandra Watts,Sandra.Watts@mail.com
M,Some College,187785,<=55,Y,E,Married,N,Professional,1Low,Owner,Midwest,1,E,Joseph Gibbs,Joseph.Gibbs@mail.com
F,Some College,722670,<=25,Y,C,Married,Y,Professional,3High,Owner,South,1,L,Martha Richardson,Martha.Richardson@mail.com
F,Some College,226445,<=35,Y,B,,N,Sales/Service,1Low,Owner,Midwest,5,F,Melinda Wood,Melinda.Wood@mail.com
F,Some College,397850,<=55,Y,E,Married,Y,Professional,3High,Owner,Northeast,2,G,Andrea Tierney,Andrea.Tierney@mail.com
F,Bach,0,<=55,Y,E,,U,Sales/Service,1Low,Renter,Northeast,9,C,Michele Calley,Michele.Calley@mail.com
M,Some College,336810,<=55,Y,C,Married,Y,Sales/Service,1Low,Owner,South,5,F,Patrick Barabas,Patrick.Barabas@mail.com
F,Some College,1632960,NaN,Y,B,,U,Sales/Service,1Low,Owner,West,6,G,Erin Nall,Erin.Nall@mail.com
M,Bach,519930,<=45,Y,E,Married,Y,Professional,3High,Owner,Northeast,1,F,Sam Davis,Sam.Davis@mail.com
F,Some College,0,<=45,N,G,Single,Y,Sales/Service,1Low,Renter,Midwest,4,A,Martha Brown,Martha.Brown@mail.com
M,Some College,514153,>65,Y,E,,U,Retired,2Med,Owner,West,2,E,Daniel Fernandez,Daniel.Fernandez@mail.com
F,Grad,289634,<=55,Y,C,Married,U,Sales/Service,1Low,Owner,South,3,F,Erin Lee,Erin.Lee@mail.com
M,Grad,1098720,<=45,N,B,Married,U,Professional,1Low,Owner,Northeast,1,J,John Navarro,John.Navarro@mail.com
F,Some College,6662461,NaN,Y,B,Single,N,Professional,1Low,Renter,Northeast,1,L,Mary Muir,Mary.Muir@mail.com
M,Grad,1131311,>65,Y,B,Married,N,Professional,2Med,Owner,Northeast,1,L,David Duncan,David.Duncan@mail.com
M,Bach,142240,NaN,Y,C,Single,U,Blue Collar,1Low,Owner,South,1,F,David Davis,David.Davis@mail.com
U,Some College,0,<=25,Y,E,,U,Blue Collar,1Low,Owner,South,6,E,Nancy Lee,Nancy.Lee@mail.com
M,Bach,1333331,<=45,Y,C,Married,Y,Professional,3High,Owner,South,1,L,Carl Ingram,Carl.Ingram@mail.com
F,HS,158578,<=65,Y,I,,N,Blue Collar,1Low,Owner,Northeast,5,G,Angela Dugas,Angela.Dugas@mail.com
M,Some College,637813,<=45,Y,C,Married,Y,Sales/Service,3High,Owner,South,1,J,William Fox,William.Fox@mail.com
M,Grad,57643,<=25,Y,E,,N,Sales/Service,1Low,Owner,West,4,E,Patrick Zimmer,Patrick.Zimmer@mail.com
M,Grad,1005132,<=45,Y,C,Married,Y,Professional,3High,Owner,Midwest,1,F,Gregory Elmore,Gregory.Elmore@mail.com
F,Some College,143360,<=55,N,C,Married,U,Blue Collar,1Low,Owner,Midwest,3,G,Dawn Shields,Dawn.Shields@mail.com
U,Some College,0,NaN,Y,J,Married,U,Sales/Service,1Low,Owner,West,8,E,Lois Walls,Lois.Walls@mail.com
M,<HS,0,>65,N,I,,Y,Retired,1Low,Owner,South,3,D,Albert Duffy,Albert.Duffy@mail.com
M,Some College,190178,<=35,Y,F,Married,Y,Sales/Service,2Med,Owner,South,1,E,Jessie Guerrero,Jessie.Guerrero@mail.com
M,Bach,364775,<=45,Y,C,Married,Y,Professional,3High,Owner,Northeast,2,K,Raymond Foushee,Raymond.Foushee@mail.com
M,,299662,<=35,Y,C,,Y,Professional,1Low,Owner,Northeast,2,I,Stanley Puckett,Stanley.Puckett@mail.com
M,HS,291847,<=65,Y,F,,N,Sales/Service,1Low,Owner,West,7,C,Terry Czelusniak,Terry.Czelusniak@mail.com
F,<HS,0,NaN,Y,E,Married,U,Blue Collar,1Low,Renter,Midwest,9,E,Cindy Windham,Cindy.Windham@mail.com
F,HS,0,>65,N,D,Married,N,Retired,1Low,Owner,West,1,B,Thelma Napolitano,Thelma.Napolitano@mail.com
F,Bach,499220,<=45,Y,C,,Y,Sales/Service,1Low,Renter,West,2,F,Tresa Zamora,Tresa.Zamora@mail.com
M,Some College,300774,<=55,Y,B,Married,Y,Professional,1Low,Owner,Northeast,3,E,Willie Blackwell,Willie.Blackwell@mail.com
F,Some College,0,<=45,Y,E,Married,Y,Professional,1Low,Renter,West,9,F,Esther Spegal,Esther.Spegal@mail.com
F,<HS,1500000,>65,N,H,,U,Retired,1Low,Renter,Northeast,2,C,Elizabeth Balentine,Elizabeth.Balentine@mail.com
M,Bach,465212,<=45,Y,A,Married,U,Sales/Service,1Low,,South,1,E,Ralph Okins,Ralph.Okins@mail.com
M,HS,440578,<=55,N,E,,N,Blue Collar,1Low,Owner,Northeast,4,F,Steven Socha,Steven.Socha@mail.com
M,Some College,227853,<=25,N,B,,U,Blue Collar,1Low,Owner,Midwest,2,J,Mark Rogers,Mark.Rogers@mail.com
F,HS,0,<=35,N,G,Single,Y,Sales/Service,1Low,,Rest,3,B,Lillian Maple,Lillian.Maple@mail.com
F,HS,35214,<=55,N,J,Single,Y,Blue Collar,1Low,Renter,Midwest,5,D,Connie Berry,Connie.Berry@mail.com
M,Some College,625442,<=65,Y,B,Married,Y,Sales/Service,3High,Owner,West,3,H,Eric Davis,Eric.Davis@mail.com
U,,250822,<=25,Y,E,,N,Professional,1Low,Owner,South,5,E,Betty Ruiz,Betty.Ruiz@mail.com
M,Bach,0,<=45,Y,E,Married,Y,Blue Collar,1Low,Owner,South,3,E,Alton Brester,Alton.Brester@mail.com
M,<HS,167053,<=55,Y,C,Married,Y,Professional,1Low,Owner,South,2,G,Mike Nesmith,Mike.Nesmith@mail.com
F,HS,103986,>65,Y,D,Married,N,Blue Collar,1Low,Owner,West,4,C,Miriam Smith,Miriam.Smith@mail.com
F,Some College,102120,>65,N,G,Single,N,Retired,1Low,Owner,Midwest,7,C,Heather Hickok,Heather.Hickok@mail.com
F,Bach,224649,>65,Y,C,,Y,Professional,1Low,Owner,Midwest,2,J,Maria Fields,Maria.Fields@mail.com
F,Some College,765180,<=25,Y,C,,U,Sales/Service,2Med,Owner,West,2,K,Kristi Mcdonald,Kristi.Mcdonald@mail.com
M,Some College,157979,<=55,Y,E,Single,Y,Blue Collar,1Low,Renter,Northeast,1,E,Ronald Bowman,Ronald.Bowman@mail.com
M,Some College,264325,<=45,Y,B,,U,Sales/Service,1Low,Owner,Midwest,1,E,Brian Buie,Brian.Buie@mail.com
M,Some College,305200,NaN,N,G,,Y,Blue Collar,1Low,Renter,South,3,D,Aaron Soucy,Aaron.Soucy@mail.com
M,Bach,584577,<=65,Y,B,,N,Professional,1Low,Owner,Midwest,1,H,Charles Davis,Charles.Davis@mail.com
M,Grad,0,<=45,Y,C,Married,Y,Blue Collar,1Low,Owner,Midwest,2,G,Samuel Coleman,Samuel.Coleman@mail.com
M,Some College,478410,<=65,Y,B,Single,N,Professional,1Low,Owner,Midwest,1,J,Jeffrey Edwards,Jeffrey.Edwards@mail.com
M,Bach,347437,<=45,N,C,,Y,Professional,1Low,Owner,Northeast,2,F,Thomas Pence,Thomas.Pence@mail.com
U,<HS,177125,<=45,N,B,,Y,Others,1Low,Owner,West,3,E,Thelma Alvarado,Thelma.Alvarado@mail.com
M,HS,0,<=35,Y,C,Married,Y,Blue Collar,1Low,Owner,South,3,E,Sterling Stepp,Sterling.Stepp@mail.com
M,Some College,202042,<=65,Y,E,,N,Sales/Service,1Low,Owner,Rest,1,D,Arnold Taliaferro,Arnold.Taliaferro@mail.com
M,Some College,772537,<=25,Y,B,,N,Professional,3High,Owner,South,1,L,Gregory Custer,Gregory.Custer@mail.com
F,<HS,0,>65,Y,D,,N,Professional,1Low,Owner,Midwest,1,D,Katherine Clay,Katherine.Clay@mail.com
F,<HS,298224,NaN,N,E,,Y,Sales/Service,1Low,,Northeast,8,C,Marge Rodriguez,Marge.Rodriguez@mail.com
F,Grad,118047,<=65,Y,I,Single,U,Professional,1Low,,Northeast,5,D,Maryann Shields,Maryann.Shields@mail.com
M,Bach,251659,<=55,Y,C,Married,Y,Professional,1Low,Owner,Midwest,3,C,Jeffrey Parsons,Jeffrey.Parsons@mail.com
M,HS,1083460,NaN,N,B,Married,N,Blue Collar,1Low,Owner,South,1,E,Bennie Walsh,Bennie.Walsh@mail.com
F,Some College,0,<=45,Y,E,Single,U,Sales/Service,1Low,Renter,West,2,D,Nicole Ortiz,Nicole.Ortiz@mail.com
M,Bach,455111,NaN,Y,D,,N,Professional,1Low,Renter,South,1,K,Mark Himes,Mark.Himes@mail.com
M,HS,349999,>65,N,F,Married,Y,Retired,1Low,Owner,Northeast,5,E,Sergio Connors,Sergio.Connors@mail.com
M,HS,199851,<=65,N,E,Married,N,Sales/Service,1Low,Owner,Northeast,3,F,Elton Mosher,Elton.Mosher@mail.com
F,Grad,1245562,<=65,N,B,Married,U,Sales/Service,3High,Owner,West,3,E,Rhonda Hampton,Rhonda.Hampton@mail.com
F,HS,0,<=55,Y,A,,U,Sales/Service,1Low,Renter,South,5,B,Carolyn Rudasill,Carolyn.Rudasill@mail.com
M,Bach,64451,<=55,N,F,,N,Sales/Service,1Low,Owner,West,7,D,Russell Holbrook,Russell.Holbrook@mail.com
U,Grad,2163889,NaN,Y,B,,N,Professional,1Low,Owner,Northeast,1,L,Hazel Alexander,Hazel.Alexander@mail.com
F,Bach,158595,<=55,Y,E,Married,U,Professional,1Low,Owner,Midwest,2,G,Sandra Cucco,Sandra.Cucco@mail.com
F,Bach,195709,<=55,Y,B,Married,Y,Sales/Service,2Med,Owner,Midwest,1,D,Stephanie Potter,Stephanie.Potter@mail.com
M,Bach,219351,<=55,Y,C,Married,Y,Professional,2Med,Owner,Northeast,1,F,Michael Taylor,Michael.Taylor@mail.com
M,Bach,0,<=55,Y,B,Married,U,Others,1Low,Owner,West,3,F,Leland Ramos,Leland.Ramos@mail.com
M,HS,498675,<=65,Y,H,,N,Blue Collar,1Low,Renter,Northeast,5,B,Eduardo Medina,Eduardo.Medina@mail.com
M,Some College,279312,<=45,Y,C,Married,Y,Sales/Service,2Med,Owner,South,1,E,James Cox,James.Cox@mail.com
F,HS,78854,<=45,N,I,Married,Y,Sales/Service,1Low,Owner,South,3,E,Suzanne Moore,Suzanne.Moore@mail.com
F,HS,553654,NaN,Y,B,Married,N,Sales/Service,2Med,Owner,Northeast,2,B,Helen Daly,Helen.Daly@mail.com
F,HS,464667,<=65,Y,C,,Y,Professional,3High,Owner,Northeast,2,I,Maria Rameriz,Maria.Rameriz@mail.com
F,<HS,91170,<=55,Y,I,Married,U,Professional,1Low,Owner,South,3,F,Marguerite Fletcher,Marguerite.Fletcher@mail.com
M,HS,0,<=65,N,A,Single,N,Sales/Service,1Low,Renter,West,2,C,Virgil Pride,Virgil.Pride@mail.com
M,HS,76590,<=65,Y,F,Single,Y,Sales/Service,1Low,Owner,Midwest,4,E,Gregory Richardson,Gregory.Richardson@mail.com
F,HS,256455,<=45,Y,B,,Y,Sales/Service,1Low,Owner,South,1,E,Rebecca Taylor,Rebecca.Taylor@mail.com
F,HS,407115,<=55,Y,E,Married,N,Sales/Service,1Low,Owner,West,5,E,Cassandra Howlett,Cassandra.Howlett@mail.com
M,Bach,186782,NaN,Y,F,,Y,Others,1Low,Owner,Midwest,4,C,John Decker,John.Decker@mail.com
F,Bach,132544,<=35,N,J,Married,Y,Blue Collar,1Low,,South,4,C,Linda Brogdon,Linda.Brogdon@mail.com
