purchased,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income,name,email
Y,M,Some College,266744,<=45,N,C,Married,Y,Sales/Service,1Low,Owner,South,1,G,Kevin Crespo,Kevin.Crespo@mail.com
Y,M,,203230,NaN,Y,C,,Y,Others,2Med,Owner,South,1,J,Kory Barr,Kory.Barr@mail.com
Y,M,Some College,60822,NaN,Y,C,,N,Farm,1Low,Owner,Northeast,3,E,William Radune,William.Radune@mail.com
Y,M,HS,745920,<=45,Y,C,Married,Y,Professional,1Low,Renter,Northeast,2,F,Bob Beecher,Bob.Beecher@mail.com
Y,M,Some College,332384,<=65,Y,B,Married,U,Professional,2Med,Owner,South,1,A,Eric Johnson,Eric.Johnson@mail.com
Y,F,Some College,106209,<=55,Y,I,Married,Y,Sales/Service,1Low,Owner,South,3,C,Bernice Wright,Bernice.Wright@mail.com
Y,M,HS,132108,>65,Y,J,Married,N,Retired,1Low,Owner,Midwest,2,E,Brent Dawson,Brent.Dawson@mail.com
Y,M,<HS,0,<=35,Y,G,Single,Y,Professional,1Low,Renter,West,2,H,Jose Matta,Jose.Matta@mail.com
Y,F,Bach,366955,<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,I,Valerie Butler,Valerie.Butler@mail.com
N,F,HS,0,>65,Y,I,Single,N,Retired,1Low,Owner,Midwest,2,D,Elaine Hopper,Elaine.Hopper@mail.com
N,U,Some College,61040,NaN,N,F,,N,Sales/Service,1Low,Owner,Northeast,3,A,Kristi Oneal,Kristi.Oneal@mail.com
Y,M,Grad,317169,<=55,N,C,Married,Y,Professional,3High,Owner,West,3,J,James Foster,James.Foster@mail.com
N,F,HS,1287072,<=35,Y,B,,Y,Professional,1Low,Owner,West,2,I,Shelia Flynn,Shelia.Flynn@mail.com
N,F,Grad,1084550,<=65,Y,B,Married,N,Professional,3High,Owner,Northeast,1,L,Tracy Johnson,Tracy.Johnson@mail.com
Y,F,Some College,292468,<=55,Y,C,,Y,Professional,3High,Owner,South,2,H,Heather Cole,Heather.Cole@mail.com
Y,M,Bach,298003,<=45,Y,C,Married,Y,Professional,2Med,Owner,South,2,G,Patrick Matlock,Patrick.Matlock@mail.com
N,F,<HS,0,NaN,N,G,,Y,Retired,1Low,Renter,South,9,C,Angelique Srour,Angelique.Srour@mail.com
Y,F,Bach,86077,NaN,Y,F,Single,U,Sales/Service,1Low,Owner,South,8,D,Lorraine Perry,Lorraine.Perry@mail.com
N,M,Some College,0,>65,Y,H,,N,Professional,1Low,Renter,South,9,A,Kenneth Trantham,Kenneth.Trantham@mail.com
Y,F,Some College,417143,<=55,Y,F,Married,Y,Blue Collar,2Med,Owner,West,6,G,Winifred Mann,Winifred.Mann@mail.com
Y,F,Some College,268794,<=65,Y,B,Married,N,Professional,1Low,Owner,South,2,F,Ginny Dawkins,Ginny.Dawkins@mail.com
Y,M,Bach,329103,<=65,Y,I,Married,N,Others,3High,Owner,West,2,F,Alvin Fink,Alvin.Fink@mail.com
N,F,Some College,199535,<=25,Y,B,,N,Others,1Low,Owner,South,5,F,Cynthia Whitaker,Cynthia.Whitaker@mail.com
Y,M,Some College,277732,<=55,Y,C,Married,Y,Professional,3High,Owner,Midwest,2,F,Douglas Anthony,Douglas.Anthony@mail.com
Y,M,Grad,0,<=45,Y,I,Married,N,Blue Collar,1Low,Owner,Midwest,6,F,Luke Ard,Luke.Ard@mail.com
Y,M,Some College,0,<=55,N,E,Married,U,Professional,1Low,Owner,Northeast,2,F,Edward Thompson,Edward.Thompson@mail.com
Y,F,Bach,59666,<=65,Y,C,,U,Others,1Low,Owner,West,1,F,Anna Jimenez,Anna.Jimenez@mail.com
N,F,Some College,111144,<=45,Y,J,,Y,Professional,1Low,Owner,South,3,F,Cora Gilbert,Cora.Gilbert@mail.com
N,M,HS,141296,>65,Y,J,Married,N,Retired,1Low,Owner,Midwest,8,F,Justin Flood,Justin.Flood@mail.com
N,F,Grad,0,<=55,Y,G,,N,Sales/Service,1Low,Renter,Northeast,5,B,Doreen Kremen,Doreen.Kremen@mail.com
Y,F,<HS,0,>65,Y,D,,U,Retired,1Low,Owner,Northeast,1,C,Bernice Jones,Bernice.Jones@mail.com
Y,F,HS,628603,<=55,Y,C,,Y,Professional,2Med,Owner,Midwest,1,C,Esmeralda Bingham,Esmeralda.Bingham@mail.com
N,F,Some College,230774,<=25,Y,F,,Y,Professional,1Low,Owner,South,4,F,Sandra Parker,Sandra.Parker@mail.com
N,F,Bach,645389,>65,Y,B,Married,N,Professional,1Low,Owner,Northeast,5,E,Margurite Jameson,Margurite.Jameson@mail.com
Y,M,Bach,3459660,<=45,Y,B,Married,N,Professional,1Low,,Northeast,1,L,Joseph Pearman,Joseph.Pearman@mail.com
N,F,Bach,186477,<=35,Y,C,Married,Y,Blue Collar,1Low,Owner,Northeast,3,E,Joanna Tang,Joanna.Tang@mail.com
Y,M,Bach,0,<=45,N,D,Married,N,Professional,1Low,Owner,West,4,B,Anthony Wood,Anthony.Wood@mail.com
N,M,HS,137340,NaN,Y,C,,Y,Blue Collar,1Low,Owner,South,3,F,Willie Chinn,Willie.Chinn@mail.com
Y,M,Some College,224540,<=25,N,C,,Y,Blue Collar,2Med,Owner,West,3,F,Darrell Delangel,Darrell.Delangel@mail.com
Y,M,Some College,156960,NaN,N,G,Married,Y,Blue Collar,1Low,Renter,South,8,C,Reynaldo Mclain,Reynaldo.Mclain@mail.com
Y,M,Grad,672660,<=65,Y,C,Married,U,Professional,3High,Owner,South,2,I,Daniel Lawrence,Daniel.Lawrence@mail.com
Y,M,Some College,0,NaN,Y,A,Single,U,Sales/Service,1Low,Owner,Northeast,6,D,Michael Jett,Michael.Jett@mail.com
Y,M,Grad,810881,<=25,N,G,Single,N,Others,1Low,Renter,South,1,C,Mark Grap,Mark.Grap@mail.com
N,F,HS,48817,<=65,Y,J,,N,Blue Collar,1Low,Owner,South,5,C,Patricia Cunniff,Patricia.Cunniff@mail.com
Y,F,Some College,591334,<=65,N,G,,U,Sales/Service,1Low,Renter,West,4,D,Dorothy Sudbury,Dorothy.Sudbury@mail.com
N,F,Some College,129328,<=45,N,F,Single,Y,Blue Collar,1Low,Renter,Midwest,7,D,Pat Kirk,Pat.Kirk@mail.com
N,M,Some College,160066,>65,Y,D,Married,N,Retired,1Low,Owner,West,2,F,William Brown,William.Brown@mail.com
N,F,HS,151890,<=35,Y,E,Single,Y,Sales/Service,1Low,Owner,South,2,G,Betty Folks,Betty.Folks@mail.com
Y,F,Bach,570048,<=65,N,C,,Y,Retired,1Low,Owner,South,2,G,Roxanne Clement,Roxanne.Clement@mail.com
N,U,Bach,126646,NaN,N,E,,U,Sales/Service,1Low,Owner,South,8,E,Katherine Hocking,Katherine.Hocking@mail.com
Y,M,Bach,227003,<=45,Y,C,Married,U,Professional,2Med,Owner,Midwest,1,I,John Robinson,John.Robinson@mail.com
Y,F,HS,272391,NaN,Y,C,Married,Y,Others,3High,Owner,West,7,E,Nettie Propes,Nettie.Propes@mail.com
Y,F,Bach,226055,<=45,Y,D,,N,Professional,1Low,Owner,Northeast,2,E,Maude Cook,Maude.Cook@mail.com
Y,M,Some College,199467,<=45,Y,J,Single,Y,Blue Collar,2Med,Owner,West,2,F,Ricky Young,Ricky.Young@mail.com
N,M,Some College,1198073,<=35,Y,C,,N,Sales/Service,1Low,Owner,West,2,K,Donald Shuttleworth,Donald.Shuttleworth@mail.com
N,M,<HS,93129,<=55,N,G,Married,N,Blue Collar,1Low,Owner,South,7,E,Emil Kann,Emil.Kann@mail.com
Y,F,Some College,220071,NaN,Y,C,,Y,Others,2Med,Owner,Midwest,3,E,Sonia Gulledge,Sonia.Gulledge@mail.com
N,F,Some College,317626,<=25,Y,B,,N,Others,2Med,Owner,Northeast,2,I,Cynthia Owens,Cynthia.Owens@mail.com
N,M,Some College,192635,>65,Y,D,Married,N,Retired,1Low,Owner,South,3,G,Edward Daily,Edward.Daily@mail.com
Y,M,Some College,117621,<=35,Y,G,Married,N,Sales/Service,1Low,Owner,South,6,E,Gary Broyles,Gary.Broyles@mail.com
N,M,<HS,241816,<=65,Y,E,,N,Professional,1Low,Owner,South,1,F,Walter Gomez,Walter.Gomez@mail.com
N,F,<HS,0,>65,N,F,,N,Retired,1Low,Owner,Northeast,3,B,Mary Wright,Mary.Wright@mail.com
N,M,<HS,0,NaN,N,F,Married,Y,Blue Collar,1Low,Owner,South,9,D,Thomas Kwon,Thomas.Kwon@mail.com
N,F,Some College,0,<=45,Y,E,,Y,Professional,1Low,Renter,South,9,D,Dorothy Roth,Dorothy.Roth@mail.com
Y,F,Grad,162115,<=35,Y,C,,Y,Professional,1Low,Owner,South,7,H,Vanessa Hockensmith,Vanessa.Hockensmith@mail.com
Y,M,Bach,518840,<=35,Y,B,Married,U,Professional,3High,Owner,South,1,J,Scott Lane,Scott.Lane@mail.com
N,F,Bach,509769,<=55,Y,B,Married,N,Professional,2Med,Owner,South,1,B,Amy Gowen,Amy.Gowen@mail.com
N,M,Bach,184260,<=45,Y,J,Married,Y,Professional,1Low,Owner,West,6,E,Gerard Hayes,Gerard.Hayes@mail.com
N,M,HS,87360,<=45,N,J,Single,Y,Others,1Low,Owner,Midwest,2,A,Dennis Hall,Dennis.Hall@mail.com
N,M,Some College,415649,>65,Y,B,Married,N,Blue Collar,1Low,Owner,West,3,E,Robert Leona,Robert.Leona@mail.com
N,F,HS,0,<=45,Y,E,Married,Y,Blue Collar,1Low,Renter,South,9,A,Patricia Sudderth,Patricia.Sudderth@mail.com
N,M,Some College,667821,<=45,Y,B,Married,Y,Professional,1Low,,Midwest,1,I,Paul Ward,Paul.Ward@mail.com
Y,F,Grad,58240,<=55,Y,J,Married,N,Sales/Service,1Low,Owner,South,9,E,Karen Green,Karen.Green@mail.com
N,F,Some College,0,<=65,Y,H,Married,N,Sales/Service,1Low,Owner,Midwest,6,D,Regina Mcintosh,Regina.Mcintosh@mail.com
N,M,HS,0,>65,Y,E,,U,Professional,1Low,Owner,Midwest,1,G,Frederick Rosales,Frederick.Rosales@mail.com
N,F,<HS,0,<=35,N,A,Married,U,Blue Collar,1Low,Renter,Rest,9,H,Emma Martinez,Emma.Martinez@mail.com
N,F,<HS,195616,>65,Y,D,Married,N,Retired,1Low,Owner,South,6,B,Mary Osborne,Mary.Osborne@mail.com
N,F,Some College,196193,<=35,N,F,Married,U,Sales/Service,2Med,Owner,South,8,E,Thomas Connell,Thomas.Connell@mail.com
Y,M,Bach,279486,>65,Y,B,Married,U,Retired,3High,Owner,West,1,F,Jerry Stokes,Jerry.Stokes@mail.com
Y,M,Some College,45932,<=45,Y,I,Married,Y,Blue Collar,1Low,Owner,South,4,D,Norman Stagliano,Norman.Stagliano@mail.com
N,F,Grad,546962,NaN,Y,B,,N,Professional,1Low,Owner,South,1,J,Michelle Perry,Michelle.Perry@mail.com
N,U,Some College,539223,NaN,Y,B,,N,Sales/Service,1Low,Owner,Northeast,1,J,Brenda Billings,Brenda.Billings@mail.com
Y,F,HS,192041,<=65,Y,E,,Y,Professional,1Low,Owner,Northeast,2,E,Stacie Winter,Stacie.Winter@mail.com
N,M,HS,0,>65,Y,I,,N,Retired,1Low,Renter,Midwest,6,B,Jeremy Foppiano,Jeremy.Foppiano@mail.com
N,F,HS,0,<=25,N,C,Married,Y,Sales/Service,1Low,Owner,Midwest,8,F,Bettie Edwards,Bettie.Edwards@mail.com
N,F,HS,122702,<=55,Y,E,,Y,Blue Collar,1Low,Owner,South,5,E,Theresa Martinez,Theresa.Martinez@mail.com
N,M,HS,106209,<=55,Y,G,Married,Y,Professional,1Low,Owner,South,8,D,Nathaniel Taylor,Nathaniel.Taylor@mail.com
Y,M,Bach,242459,<=35,Y,E,Married,Y,Professional,1Low,Owner,Midwest,2,H,George Wascher,George.Wascher@mail.com
N,F,Bach,222000,>65,Y,C,,Y,Retired,1Low,Owner,Midwest,1,J,Blythe Brown,Blythe.Brown@mail.com
N,M,Some College,179850,<=65,N,F,,Y,Retired,2Med,Owner,South,5,D,Lucas Dorsey,Lucas.Dorsey@mail.com
N,F,<HS,102312,>65,Y,J,,N,Retired,1Low,Owner,South,7,A,Nancy Beighley,Nancy.Beighley@mail.com
Y,F,Some College,187105,<=65,Y,E,,U,Professional,2Med,Owner,South,2,F,Janet Ovitt,Janet.Ovitt@mail.com
N,M,Bach,621300,<=55,Y,B,Married,N,Professional,1Low,Owner,Northeast,1,L,Randal West,Randal.West@mail.com
N,F,Bach,141602,<=45,N,F,,N,Sales/Service,1Low,Owner,South,8,B,Charlotte Felix,Charlotte.Felix@mail.com
Y,M,Grad,0,<=35,N,G,Single,U,Professional,1Low,Renter,South,7,D,Frank Lang,Frank.Lang@mail.com
N,F,HS,58947,>65,N,D,Married,N,Retired,1Low,Owner,South,5,B,Dorothy Bartkowiak,Dorothy.Bartkowiak@mail.com
N,M,Some College,206827,<=65,Y,C,Married,Y,Professional,1Low,Owner,South,1,F,Henry Durkee,Henry.Durkee@mail.com
N,F,Grad,58176,<=35,N,F,,N,Professional,1Low,Renter,West,2,F,Lillie Smith,Lillie.Smith@mail.com
N,F,Some College,146977,<=35,Y,B,,N,Professional,1Low,Owner,Midwest,4,F,Nettie Cedillo,Nettie.Cedillo@mail.com
Y,M,Some College,206228,NaN,Y,H,Married,U,Sales/Service,2Med,Owner,South,5,D,John Shaffer,John.Shaffer@mail.com
Y,M,Some College,0,<=45,N,E,Married,U,Professional,1Low,,South,8,C,Robert Schleider,Robert.Schleider@mail.com
N,M,<HS,355252,<=55,N,B,Married,Y,Blue Collar,2Med,Owner,Midwest,2,F,John Nelson,John.Nelson@mail.com
Y,F,HS,186752,>65,Y,D,Married,N,Retired,1Low,Owner,West,6,E,Louise Clark,Louise.Clark@mail.com
N,M,Bach,74897,>65,N,J,,Y,Retired,1Low,Owner,South,5,E,Zachary Smolen,Zachary.Smolen@mail.com
Y,M,Grad,362965,<=35,Y,D,Married,N,Professional,1Low,Owner,South,7,D,Donald Silkwood,Donald.Silkwood@mail.com
N,M,Some College,117968,<=45,Y,F,Single,U,Blue Collar,1Low,Renter,Northeast,3,D,David Hildreth,David.Hildreth@mail.com
N,M,Grad,178814,NaN,N,E,Married,U,Sales/Service,1Low,Renter,Midwest,4,D,Ronald Conyers,Ronald.Conyers@mail.com
Y,M,Bach,331294,<=65,Y,B,Married,N,Professional,2Med,Owner,Midwest,4,F,Juan Lerch,Juan.Lerch@mail.com
Y,F,Bach,1117745,<=55,Y,B,,U,Professional,3High,Owner,West,1,K,Esmeralda Carvin,Esmeralda.Carvin@mail.com
N,F,Some College,85488,NaN,N,G,Single,Y,Sales/Service,1Low,Renter,Midwest,9,E,Cynthia Dion,Cynthia.Dion@mail.com
Y,M,HS,278505,<=55,Y,J,Single,N,Blue Collar,1Low,Owner,South,2,G,Billy Davis,Billy.Davis@mail.com
Y,U,HS,386121,NaN,Y,E,,N,Sales/Service,3High,Owner,West,8,E,Shannon Godinez,Shannon.Godinez@mail.com
N,F,Grad,280402,>65,N,D,Married,N,Retired,1Low,Owner,South,1,E,Tina Bullard,Tina.Bullard@mail.com
N,F,Bach,127083,<=45,N,J,,Y,Professional,1Low,Owner,Midwest,2,E,Frances Black,Frances.Black@mail.com
N,M,Some College,542275,<=35,N,D,Married,N,Professional,1Low,Owner,West,1,H,James Lewis,James.Lewis@mail.com
Y,M,Grad,238971,<=65,Y,B,,U,Professional,1Low,Owner,Midwest,1,E,Hal Martin,Hal.Martin@mail.com
Y,M,HS,397701,NaN,Y,H,Married,N,Blue Collar,1Low,Owner,West,2,F,Roy Irwin,Roy.Irwin@mail.com
Y,M,Some College,109490,<=55,Y,F,Married,U,Professional,1Low,,South,3,E,Eldon Johnson,Eldon.Johnson@mail.com
Y,M,Grad,514207,<=35,Y,C,Married,Y,Others,3High,Owner,West,2,F,Christopher Scholtens,Christopher.Scholtens@mail.com
N,F,Bach,378666,<=65,N,C,,U,Professional,1Low,Owner,Northeast,1,G,Bernadine Delao,Bernadine.Delao@mail.com
Y,F,Bach,839136,<=65,N,B,Married,N,Professional,2Med,Owner,West,1,F,Julie Herrera,Julie.Herrera@mail.com
Y,M,Some College,118701,<=45,Y,E,Married,U,Blue Collar,1Low,Owner,South,1,G,Derrick Young,Derrick.Young@mail.com
Y,M,HS,0,>65,Y,H,,N,Sales/Service,1Low,Owner,Northeast,9,A,Peter Wares,Peter.Wares@mail.com
N,M,Grad,0,<=35,Y,A,Married,N,Professional,1Low,Renter,West,5,B,Bruce Villalobos,Bruce.Villalobos@mail.com
Y,M,Grad,642064,<=45,Y,B,Married,Y,Professional,3High,Owner,South,1,H,John Pirtle,John.Pirtle@mail.com
N,M,<HS,121753,<=65,N,G,Married,Y,Blue Collar,1Low,Renter,Northeast,2,A,Raymond Duarte,Raymond.Duarte@mail.com
N,F,<HS,188057,NaN,N,F,Married,Y,Sales/Service,1Low,Owner,South,6,F,Augustine Martin,Augustine.Martin@mail.com
N,M,Some College,528704,<=55,Y,F,Married,Y,Blue Collar,2Med,Owner,West,3,F,Alan Brown,Alan.Brown@mail.com
Y,M,,221706,NaN,N,I,,N,Others,1Low,Owner,West,4,I,William Mcgee,William.Mcgee@mail.com
N,F,Some College,228900,<=35,N,C,Married,Y,Sales/Service,1Low,Owner,South,3,F,Melissa Vasquez,Melissa.Vasquez@mail.com
N,F,HS,0,<=45,N,B,,Y,Blue Collar,1Low,Owner,South,2,E,Stacey Beecher,Stacey.Beecher@mail.com
N,M,HS,159096,NaN,N,D,Married,Y,Blue Collar,1Low,Owner,South,8,D,Marion Castelluccio,Marion.Castelluccio@mail.com
N,F,Bach,1573654,>65,Y,B,,N,Retired,1Low,Owner,Midwest,1,L,Gloria Ragland,Gloria.Ragland@mail.com
Y,M,Some College,264608,>65,Y,D,Married,U,Retired,2Med,Owner,West,2,E,Bart Gipson,Bart.Gipson@mail.com
Y,F,Some College,354250,<=45,Y,C,Married,Y,Blue Collar,3High,Owner,West,1,F,Dorothy Roland,Dorothy.Roland@mail.com
N,M,Some College,612988,<=45,Y,B,,N,Sales/Service,1Low,,West,1,A,John Quezada,John.Quezada@mail.com
N,M,Bach,895544,>65,Y,B,Married,Y,Retired,3High,Owner,West,1,H,Jon Brown,Jon.Brown@mail.com
N,F,Bach,513804,<=65,Y,B,Married,N,Professional,1Low,Owner,South,1,I,Laura Kryst,Laura.Kryst@mail.com
N,F,<HS,65443,<=45,N,F,Single,Y,Blue Collar,1Low,Owner,South,5,D,Lori Tanner,Lori.Tanner@mail.com
N,M,HS,242503,<=45,N,F,Married,Y,Blue Collar,1Low,Owner,Northeast,2,E,Trevor Warner,Trevor.Warner@mail.com
Y,M,Some College,240672,<=45,Y,E,Married,U,Blue Collar,2Med,Owner,West,5,E,Lawrence Lewis,Lawrence.Lewis@mail.com
N,F,<HS,0,>65,N,G,,Y,Retired,1Low,Renter,South,9,C,Maryann Reuter,Maryann.Reuter@mail.com
N,F,HS,93391,<=45,Y,J,Married,Y,Blue Collar,1Low,Owner,Midwest,3,F,Juana Hayes,Juana.Hayes@mail.com
N,M,HS,26160,NaN,Y,D,,N,Farm,1Low,Owner,Midwest,5,A,Hector Gallardo,Hector.Gallardo@mail.com
Y,M,Some College,126703,<=45,N,E,Married,Y,Blue Collar,1Low,Owner,Midwest,2,E,William Straub,William.Straub@mail.com
Y,F,HS,0,NaN,Y,H,Married,N,Sales/Service,1Low,Owner,West,4,D,April Nguyen,April.Nguyen@mail.com
N,M,Bach,113796,<=55,N,F,Single,U,Professional,1Low,Owner,South,5,D,Frank White,Frank.White@mail.com
N,F,Some College,97838,<=55,N,F,,U,Blue Collar,1Low,Owner,South,2,D,Angela Deforest,Angela.Deforest@mail.com
N,F,Some College,228701,<=55,Y,B,Married,Y,Professional,1Low,Owner,Midwest,1,G,Trena Hammer,Trena.Hammer@mail.com
Y,F,Some College,0,<=25,N,A,Single,U,Sales/Service,1Low,Renter,South,3,D,Barbara Duckett,Barbara.Duckett@mail.com
Y,F,Some College,553280,<=55,Y,E,Married,N,Others,1Low,Owner,South,2,C,Cassandra Martin,Cassandra.Martin@mail.com
N,M,Some College,0,<=45,N,C,Married,U,Sales/Service,1Low,Owner,Midwest,2,F,Travis Dalrymple,Travis.Dalrymple@mail.com
N,M,Some College,167936,<=45,N,F,Married,Y,Blue Collar,1Low,Owner,West,6,A,Hugo Turner,Hugo.Turner@mail.com
Y,M,HS,0,<=65,Y,H,,N,Sales/Service,1Low,,South,3,F,Joseph Stricklin,Joseph.Stricklin@mail.com
N,F,Some College,463904,<=45,N,G,Single,N,Professional,1Low,Renter,Northeast,1,E,Abigail Little,Abigail.Little@mail.com
N,U,Some College,207808,<=25,Y,D,,Y,Others,1Low,Owner,Northeast,2,E,Amy Garcia,Amy.Garcia@mail.com
Y,M,Bach,501400,<=45,Y,C,Married,U,Professional,1Low,,Northeast,1,E,Mark Mccollough,Mark.Mccollough@mail.com
N,F,Grad,141120,<=35,Y,E,,Y,Blue Collar,1Low,Renter,Midwest,2,E,Stephanie Card,Stephanie.Card@mail.com
Y,M,Bach,366828,<=45,Y,C,Married,Y,Professional,2Med,Owner,Midwest,1,H,Thomas Green,Thomas.Green@mail.com
N,F,Some College,0,<=35,Y,E,Married,Y,Professional,1Low,Renter,West,6,F,Flavia Eudy,Flavia.Eudy@mail.com
Y,M,Grad,376704,<=55,Y,B,,Y,Others,1Low,Owner,Midwest,1,H,Darrel Prisco,Darrel.Prisco@mail.com
Y,F,Some College,192439,<=45,Y,B,Married,U,Sales/Service,2Med,Owner,Midwest,5,E,Geneva Bailey,Geneva.Bailey@mail.com
N,M,Some College,157913,<=35,Y,F,Single,Y,Sales/Service,1Low,Owner,South,1,F,Jonathan Butler,Jonathan.Butler@mail.com
Y,M,HS,182575,>65,N,I,Married,N,Retired,1Low,Owner,South,2,F,Robert Hohlstein,Robert.Hohlstein@mail.com
Y,M,Some College,148817,<=65,N,F,,Y,Sales/Service,1Low,Owner,Midwest,8,E,Dominick Cook,Dominick.Cook@mail.com
Y,M,Bach,429460,<=45,Y,C,,Y,Blue Collar,3High,Owner,South,1,C,William Buckner,William.Buckner@mail.com
N,M,Some College,77411,<=35,Y,I,Married,Y,Blue Collar,1Low,Owner,South,4,E,Joseph Gibbons,Joseph.Gibbons@mail.com
Y,F,Bach,256662,<=55,Y,C,Married,Y,Sales/Service,1Low,Owner,Midwest,1,K,Shanon Mcdonald,Shanon.Mcdonald@mail.com
Y,M,Grad,562701,<=65,N,E,Married,N,Professional,1Low,Owner,Midwest,4,I,John Edwards,John.Edwards@mail.com
Y,M,Grad,394240,<=55,Y,B,Married,Y,Professional,1Low,Owner,Midwest,1,K,Roger Mcclinton,Roger.Mcclinton@mail.com
N,F,HS,0,<=55,Y,E,,Y,Sales/Service,1Low,Renter,South,7,A,Stephany Hayes,Stephany.Hayes@mail.com
Y,F,Bach,255975,<=55,N,B,Married,U,Professional,1Low,Owner,Northeast,4,F,Agnes Johnson,Agnes.Johnson@mail.com
Y,M,Bach,0,NaN,N,G,Single,U,Professional,1Low,Renter,South,8,F,John Otoole,John.Otoole@mail.com
Y,M,Grad,755751,>65,Y,B,Married,N,Professional,2Med,Owner,South,3,L,Chase Sims,Chase.Sims@mail.com
N,F,HS,0,NaN,Y,J,,Y,Sales/Service,1Low,Owner,West,6,A,Lydia Williams,Lydia.Williams@mail.com
N,M,Bach,780876,<=55,Y,B,Married,Y,Professional,3High,Owner,Northeast,1,H,Angel Blackburn,Angel.Blackburn@mail.com
Y,M,Bach,346881,<=35,Y,C,Married,U,Professional,2Med,Owner,South,2,G,Alan Cox,Alan.Cox@mail.com
N,M,HS,275824,>65,N,D,,N,Retired,1Low,Owner,Midwest,1,C,Charlie Moss,Charlie.Moss@mail.com
N,M,HS,58016,<=45,Y,I,Single,U,Blue Collar,1Low,Owner,Northeast,3,D,Gary Lamb,Gary.Lamb@mail.com
Y,M,Grad,1183126,<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,L,Virgil Willbanks,Virgil.Willbanks@mail.com
Y,M,Some College,277950,<=35,N,C,,U,Sales/Service,2Med,Owner,South,3,H,Tony Favela,Tony.Favela@mail.com
N,M,HS,308491,<=65,N,B,Married,N,Blue Collar,1Low,Owner,Northeast,1,K,Joseph Evans,Joseph.Evans@mail.com
N,F,Bach,923012,<=65,N,B,,Y,Professional,3High,Owner,West,1,J,Joyce Smith,Joyce.Smith@mail.com
Y,M,Bach,749876,<=65,Y,C,,U,Sales/Service,1Low,Owner,South,2,D,Stephen Little,Stephen.Little@mail.com
N,F,Some College,269775,<=35,Y,E,,N,Sales/Service,1Low,Owner,South,1,H,Ada Lu,Ada.Lu@mail.com
N,F,Some College,341715,<=45,Y,F,Married,Y,Professional,3High,Owner,Northeast,1,E,Mary Lesinski,Mary.Lesinski@mail.com
Y,F,Grad,343742,<=55,Y,B,Married,N,Sales/Service,2Med,Owner,Midwest,2,F,Amy Looney,Amy.Looney@mail.com
Y,F,Some College,335966,<=45,Y,E,Single,Y,Sales/Service,1Low,Renter,West,1,B,Helene Dawson,Helene.Dawson@mail.com
N,M,Some College,294409,<=35,N,B,Married,Y,Professional,3High,Owner,West,2,F,Michael Chaffins,Michael.Chaffins@mail.com
N,M,Some College,252285,<=55,Y,B,Married,U,Professional,2Med,Owner,South,2,F,Peter Cheatham,Peter.Cheatham@mail.com
N,F,Bach,101544,<=45,N,G,Married,Y,Blue Collar,1Low,Renter,South,1,C,Bernadette Dulaney,Bernadette.Dulaney@mail.com
Y,F,Bach,620662,<=45,Y,B,,Y,Professional,3High,Owner,South,1,G,Michelle Seidman,Michelle.Seidman@mail.com
Y,M,Some College,350413,<=35,Y,C,,Y,Sales/Service,2Med,Owner,Northeast,5,F,Jessie Mori,Jessie.Mori@mail.com
Y,F,Grad,486521,<=65,Y,C,Single,Y,Professional,1Low,Renter,South,1,G,Jean Valentine,Jean.Valentine@mail.com
N,U,HS,0,NaN,N,G,Single,Y,Sales/Service,1Low,Renter,South,9,A,Tonya Ford,Tonya.Ford@mail.com
N,F,HS,0,<=65,N,G,,Y,Sales/Service,1Low,Renter,South,6,D,Brenda Poissant,Brenda.Poissant@mail.com
Y,M,Some College,185214,<=65,Y,B,Married,N,Professional,2Med,Owner,West,3,F,Tony Hodges,Tony.Hodges@mail.com
Y,M,Some College,360250,<=65,Y,C,Married,Y,Professional,3High,Owner,South,1,H,Dion Lingelbach,Dion.Lingelbach@mail.com
N,F,Bach,717639,<=65,Y,D,Married,N,Sales/Service,1Low,Owner,West,1,E,Marilynn Morrison,Marilynn.Morrison@mail.com
N,F,HS,0,>65,Y,D,Married,N,Retired,1Low,Owner,Midwest,2,A,Kim Gray,Kim.Gray@mail.com
Y,F,,385206,NaN,Y,C,,Y,Sales/Service,3High,Owner,South,2,E,Evelyn Middlebrook,Evelyn.Middlebrook@mail.com
Y,F,Some College,194717,<=65,Y,B,,U,Retired,1Low,Owner,South,1,E,Ann Kelly,Ann.Kelly@mail.com
N,F,Bach,468700,<=55,Y,E,Married,Y,Sales/Service,3High,Owner,Northeast,1,E,Yolanda Coleman,Yolanda.Coleman@mail.com
N,M,Bach,0,<=35,Y,E,,N,Professional,1Low,Owner,South,2,F,Andre Tatar,Andre.Tatar@mail.com
Y,F,Grad,302082,<=65,Y,B,Married,N,Professional,2Med,Owner,South,3,F,Pearl Enos,Pearl.Enos@mail.com
N,M,Grad,378077,>65,Y,D,,N,Others,1Low,Owner,West,2,H,Jimmie Henry,Jimmie.Henry@mail.com
N,M,Grad,346620,>65,N,D,,N,Retired,1Low,Owner,Northeast,1,A,Michael Otto,Michael.Otto@mail.com
